Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
i love the feeling of the cold nipping at my nose while im in warm clothes,anger,i love the feeling of the cold nipping at my nose while im in warm clothes,"['i', 'love', 'the', 'feeling', 'of', 'the', 'cold', 'nipping', 'at', 'my', 'nose', 'while', 'im', 'in', 'warm', 'clothes']","['love', 'feeling', 'cold', 'nipping', 'nose', 'im', 'warm', 'clothes']",love feeling cold nipping nose im warm clothes
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger,i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,"['i', 'am', 'horrible', 'about', 'articulating', 'my', 'feelings', 'particularly', 'verbally', 'sometimes', 'i', 'cant', 'even', 'remember', 'incidents', 'just', 'that', 'i', 'was', 'mad', 'at', 'something']","['horrible', 'articulating', 'feelings', 'particularly', 'verbally', 'sometimes', 'cant', 'even', 'remember', 'incidents', 'mad', 'something']",horrible articulating feelings particularly verbally sometimes cant even remember incidents mad something
i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,anger,i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,"['i', 'forget', 'that', 'any', 'time', 'we', 'have', 'a', 'disagreement', 'or', 'she', 'feels', 'like', 'she', 's', 'been', 'wronged', 'in', 'some', 'way', 'that', 'every', 'bad', 'thing', 'i', 've', 'ever', 'done', 'in', 'my', 'life', 'every', 'poor', 'choice', 'every', 'single', 'thing', 'that', 'she', 'doesn', 't', 'agree', 'with', 'comes', 'back', 'screaming', 'in', 'my', 'face']","['forget', 'time', 'disagreement', 'feels', 'like', 'wronged', 'way', 'every', 'bad', 'thing', 'ever', 'done', 'life', 'every', 'poor', 'choice', 'every', 'single', 'thing', 'agree', 'comes', 'back', 'screaming', 'face']",forget time disagreement feels like wronged way every bad thing ever done life every poor choice every single thing agree comes back screaming face
i feel like posting something clever problem is of course im not an extremely clever person,joy,i feel like posting something clever problem is of course im not an extremely clever person,"['i', 'feel', 'like', 'posting', 'something', 'clever', 'problem', 'is', 'of', 'course', 'im', 'not', 'an', 'extremely', 'clever', 'person']","['feel', 'like', 'posting', 'something', 'clever', 'problem', 'course', 'im', 'extremely', 'clever', 'person']",feel like posting something clever problem course im extremely clever person
i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,fear,i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,"['i', 'feel', 'a', 'little', 'strange', 'recommending', 'this', 'one', 'because', 'i', 'wrote', 'the', 'first', 'night', 'marshal', 'book', 'and', 'invited', 'glenn', 'to', 'write', 'the', 'second']","['feel', 'little', 'strange', 'recommending', 'one', 'wrote', 'first', 'night', 'marshal', 'book', 'invited', 'glenn', 'write', 'second']",feel little strange recommending one wrote first night marshal book invited glenn write second
i feel the presence of god something fearful happens i became aware of my own unworthiness my own short comings and yes my own sin,fear,i feel the presence of god something fearful happens i became aware of my own unworthiness my own short comings and yes my own sin,"['i', 'feel', 'the', 'presence', 'of', 'god', 'something', 'fearful', 'happens', 'i', 'became', 'aware', 'of', 'my', 'own', 'unworthiness', 'my', 'own', 'short', 'comings', 'and', 'yes', 'my', 'own', 'sin']","['feel', 'presence', 'god', 'something', 'fearful', 'happens', 'became', 'aware', 'unworthiness', 'short', 'comings', 'yes', 'sin']",feel presence god something fearful happens became aware unworthiness short comings yes sin
i get to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do,joy,i get to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do,"['i', 'get', 'to', 'tell', 'her', 'that', 'i', 'love', 'her', 'to', 'make', 'her', 'feel', 'valued', 'and', 'appreciated', 'to', 'tell', 'her', 'how', 'beautiful', 'and', 'intelligent', 'she', 'is', 'i', 'do']","['get', 'tell', 'love', 'make', 'feel', 'valued', 'appreciated', 'tell', 'beautiful', 'intelligent']",get tell love make feel valued appreciated tell beautiful intelligent
i am feeling all useful,joy,i am feeling all useful,"['i', 'am', 'feeling', 'all', 'useful']","['feeling', 'useful']",feeling useful
i went to a lecture and once again it had been cancelled,anger,i went to a lecture and once again it had been cancelled,"['i', 'went', 'to', 'a', 'lecture', 'and', 'once', 'again', 'it', 'had', 'been', 'cancelled']","['went', 'lecture', 'cancelled']",went lecture cancelled
i would probably dine here once in a while especially if i am feeling rich which i dont,joy,i would probably dine here once in a while especially if i am feeling rich which i dont,"['i', 'would', 'probably', 'dine', 'here', 'once', 'in', 'a', 'while', 'especially', 'if', 'i', 'am', 'feeling', 'rich', 'which', 'i', 'dont']","['would', 'probably', 'dine', 'especially', 'feeling', 'rich', 'dont']",would probably dine especially feeling rich dont
i need to remember something feel like it and not be distracted simultaneously before it happens,anger,i need to remember something feel like it and not be distracted simultaneously before it happens,"['i', 'need', 'to', 'remember', 'something', 'feel', 'like', 'it', 'and', 'not', 'be', 'distracted', 'simultaneously', 'before', 'it', 'happens']","['need', 'remember', 'something', 'feel', 'like', 'distracted', 'simultaneously', 'happens']",need remember something feel like distracted simultaneously happens
i hate to interrupt you but the truth is i m feeling uncomfortable,fear,i hate to interrupt you but the truth is i m feeling uncomfortable,"['i', 'hate', 'to', 'interrupt', 'you', 'but', 'the', 'truth', 'is', 'i', 'm', 'feeling', 'uncomfortable']","['hate', 'interrupt', 'truth', 'feeling', 'uncomfortable']",hate interrupt truth feeling uncomfortable
i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts,anger,i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts,"['i', 'read', 'after', 'watching', 'the', 'film', 'argued', 'that', 'it', 'makes', 'sense', 'for', 'its', 'author', 'to', 'feel', 'so', 'offended', 'by', 'the', 'changes', 'from', 'the', 'truth', 'that', 'were', 'made', 'in', 'the', 'film', 'as', 'it', 'is', 'being', 'used', 'in', 'an', 'attempt', 'to', 'effect', 'real', 'life', 'verdicts']","['read', 'watching', 'film', 'argued', 'makes', 'sense', 'author', 'feel', 'offended', 'changes', 'truth', 'made', 'film', 'used', 'attempt', 'effect', 'real', 'life', 'verdicts']",read watching film argued makes sense author feel offended changes truth made film used attempt effect real life verdicts
i am feeling so incredibly blessed for the life i have been given and the people that god has put in it,joy,i am feeling so incredibly blessed for the life i have been given and the people that god has put in it,"['i', 'am', 'feeling', 'so', 'incredibly', 'blessed', 'for', 'the', 'life', 'i', 'have', 'been', 'given', 'and', 'the', 'people', 'that', 'god', 'has', 'put', 'in', 'it']","['feeling', 'incredibly', 'blessed', 'life', 'given', 'people', 'god', 'put']",feeling incredibly blessed life given people god put
i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy,i can genuinely say from the bottom of my heart that i feel absolutely thankful,"['i', 'can', 'genuinely', 'say', 'from', 'the', 'bottom', 'of', 'my', 'heart', 'that', 'i', 'feel', 'absolutely', 'thankful']","['genuinely', 'say', 'bottom', 'heart', 'feel', 'absolutely', 'thankful']",genuinely say bottom heart feel absolutely thankful
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,anger,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,"['i', 'have', 'to', 'revise', 'my', 'replies', 'over', 'and', 'over', 'again', 'in', 'my', 'mind', 'just', 'to', 'make', 'sure', 'that', 'the', 'reply', 'sounds', 'appropriate', 'enough', 'and', 'that', 'the', 'person', 'who', 'receive', 'the', 'reply', 'will', 'not', 'feel', 'offended']","['revise', 'replies', 'mind', 'make', 'sure', 'reply', 'sounds', 'appropriate', 'enough', 'person', 'receive', 'reply', 'feel', 'offended']",revise replies mind make sure reply sounds appropriate enough person receive reply feel offended
i feel the pain of this in ways that only a tortured ti could possibly understand,fear,i feel the pain of this in ways that only a tortured ti could possibly understand,"['i', 'feel', 'the', 'pain', 'of', 'this', 'in', 'ways', 'that', 'only', 'a', 'tortured', 'ti', 'could', 'possibly', 'understand']","['feel', 'pain', 'ways', 'tortured', 'ti', 'could', 'possibly', 'understand']",feel pain ways tortured ti could possibly understand
i will be thinking of each one of you i will be happy toast and feel my sincere huge magical group hug link rel stylesheet type text css href http jdelivery,joy,i will be thinking of each one of you i will be happy toast and feel my sincere huge magical group hug link rel stylesheet type text css href http jdelivery,"['i', 'will', 'be', 'thinking', 'of', 'each', 'one', 'of', 'you', 'i', 'will', 'be', 'happy', 'toast', 'and', 'feel', 'my', 'sincere', 'huge', 'magical', 'group', 'hug', 'link', 'rel', 'stylesheet', 'type', 'text', 'css', 'href', 'http', 'jdelivery']","['thinking', 'one', 'happy', 'toast', 'feel', 'sincere', 'huge', 'magical', 'group', 'hug', 'link', 'rel', 'stylesheet', 'type', 'text', 'css', 'href', 'http', 'jdelivery']",thinking one happy toast feel sincere huge magical group hug link rel stylesheet type text css href http jdelivery
i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,anger,i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,"['i', 'feel', 'spiteful', 'for', 'typing', 'this', 'but', 'the', 'first', 'hand', 'knowledge', 'and', 'statistics', 'ive', 'gone', 'over', 'regarding', 'mormons', 'and', 'anti', 'depressants', 'is', 'startling']","['feel', 'spiteful', 'typing', 'first', 'hand', 'knowledge', 'statistics', 'ive', 'gone', 'regarding', 'mormons', 'anti', 'depressants', 'startling']",feel spiteful typing first hand knowledge statistics ive gone regarding mormons anti depressants startling
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger,i feel so envious and proud of you at the same time if it is at all possible to feel that way,"['i', 'feel', 'so', 'envious', 'and', 'proud', 'of', 'you', 'at', 'the', 'same', 'time', 'if', 'it', 'is', 'at', 'all', 'possible', 'to', 'feel', 'that', 'way']","['feel', 'envious', 'proud', 'time', 'possible', 'feel', 'way']",feel envious proud time possible feel way
i feel so neurotic sometimes because usually even if i know we dont have something etc,fear,i feel so neurotic sometimes because usually even if i know we dont have something etc,"['i', 'feel', 'so', 'neurotic', 'sometimes', 'because', 'usually', 'even', 'if', 'i', 'know', 'we', 'dont', 'have', 'something', 'etc']","['feel', 'neurotic', 'sometimes', 'usually', 'even', 'know', 'dont', 'something', 'etc']",feel neurotic sometimes usually even know dont something etc
i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,fear,i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,"['i', 'can', 'flirt', 'along', 'with', 'the', 'best', 'of', 'em', 'and', 'i', 'rarely', 'if', 'ever', 'feel', 'intimidated', 'by', 'male', 'identifying', 'folks', 'or', 'the', 'idea', 'of', 'striking', 'up', 'a', 'conversation', 'with', 'them', 'regardless', 'of', 'how', 'hopelessly', 'attracted', 'i', 'am', 'to', 'them']","['flirt', 'along', 'best', 'em', 'rarely', 'ever', 'feel', 'intimidated', 'male', 'identifying', 'folks', 'idea', 'striking', 'conversation', 'regardless', 'hopelessly', 'attracted']",flirt along best em rarely ever feel intimidated male identifying folks idea striking conversation regardless hopelessly attracted
i didnt feel terrified,fear,i didnt feel terrified,"['i', 'didnt', 'feel', 'terrified']","['didnt', 'feel', 'terrified']",didnt feel terrified
i feel like you re important to me,joy,i feel like you re important to me,"['i', 'feel', 'like', 'you', 're', 'important', 'to', 'me']","['feel', 'like', 'important']",feel like important
i feel disgusted to even be associated with this woman by my race and nationality,anger,i feel disgusted to even be associated with this woman by my race and nationality,"['i', 'feel', 'disgusted', 'to', 'even', 'be', 'associated', 'with', 'this', 'woman', 'by', 'my', 'race', 'and', 'nationality']","['feel', 'disgusted', 'even', 'associated', 'woman', 'race', 'nationality']",feel disgusted even associated woman race nationality
i began to feel strange i thought to myself here it comes,fear,i began to feel strange i thought to myself here it comes,"['i', 'began', 'to', 'feel', 'strange', 'i', 'thought', 'to', 'myself', 'here', 'it', 'comes']","['began', 'feel', 'strange', 'thought', 'comes']",began feel strange thought comes
i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,joy,i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,"['i', 'was', 'feeling', 'calm', 'luckily', 'was', 'not', 'shocked', 'because', 'in', 'my', 'mind', 'i', 've', 'been', 'thinking', 'to', 'get', 'standby', 'no', 'matter', 'what', 'was', 'the', 'outcome', 'of', 'the', 'result']","['feeling', 'calm', 'luckily', 'shocked', 'mind', 'thinking', 'get', 'standby', 'matter', 'outcome', 'result']",feeling calm luckily shocked mind thinking get standby matter outcome result
i do when i m feeling not too grouchy,anger,i do when i m feeling not too grouchy,"['i', 'do', 'when', 'i', 'm', 'feeling', 'not', 'too', 'grouchy']","['feeling', 'grouchy']",feeling grouchy
i feel less valued cause i dont look good,joy,i feel less valued cause i dont look good,"['i', 'feel', 'less', 'valued', 'cause', 'i', 'dont', 'look', 'good']","['feel', 'less', 'valued', 'cause', 'dont', 'look', 'good']",feel less valued cause dont look good
i feel a violent tug at my eye socket,anger,i feel a violent tug at my eye socket,"['i', 'feel', 'a', 'violent', 'tug', 'at', 'my', 'eye', 'socket']","['feel', 'violent', 'tug', 'eye', 'socket']",feel violent tug eye socket
i wanted everyone no matter what their lifestyle to feel a little bit glamorous,joy,i wanted everyone no matter what their lifestyle to feel a little bit glamorous,"['i', 'wanted', 'everyone', 'no', 'matter', 'what', 'their', 'lifestyle', 'to', 'feel', 'a', 'little', 'bit', 'glamorous']","['wanted', 'everyone', 'matter', 'lifestyle', 'feel', 'little', 'bit', 'glamorous']",wanted everyone matter lifestyle feel little bit glamorous
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger,i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,"['i', 'perform', 'a', 'submarine', 'cartwheel', 'before', 'i', 'feel', 'a', 'violent', 'tug', 'on', 'my', 'ankle', 'as', 'my', 'board', 'gets', 'hauled', 'towards', 'the', 'beach']","['perform', 'submarine', 'cartwheel', 'feel', 'violent', 'tug', 'ankle', 'board', 'gets', 'hauled', 'towards', 'beach']",perform submarine cartwheel feel violent tug ankle board gets hauled towards beach
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger,i guess she didnt feel the need to rescue her son from the vicious man eaters,"['i', 'guess', 'she', 'didnt', 'feel', 'the', 'need', 'to', 'rescue', 'her', 'son', 'from', 'the', 'vicious', 'man', 'eaters']","['guess', 'didnt', 'feel', 'need', 'rescue', 'son', 'vicious', 'man', 'eaters']",guess didnt feel need rescue son vicious man eaters
i don t feel petty,anger,i don t feel petty,"['i', 'don', 't', 'feel', 'petty']","['feel', 'petty']",feel petty
i didn t even feel cranky about it,anger,i didn t even feel cranky about it,"['i', 'didn', 't', 'even', 'feel', 'cranky', 'about', 'it']","['even', 'feel', 'cranky']",even feel cranky
i sort of feel a bit unsure now as to what to touch upon next,fear,i sort of feel a bit unsure now as to what to touch upon next,"['i', 'sort', 'of', 'feel', 'a', 'bit', 'unsure', 'now', 'as', 'to', 'what', 'to', 'touch', 'upon', 'next']","['sort', 'feel', 'bit', 'unsure', 'touch', 'upon', 'next']",sort feel bit unsure touch upon next
i know that feeling myself the strange sense of serendipity where minds collide between pages,fear,i know that feeling myself the strange sense of serendipity where minds collide between pages,"['i', 'know', 'that', 'feeling', 'myself', 'the', 'strange', 'sense', 'of', 'serendipity', 'where', 'minds', 'collide', 'between', 'pages']","['know', 'feeling', 'strange', 'sense', 'serendipity', 'minds', 'collide', 'pages']",know feeling strange sense serendipity minds collide pages
i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,anger,i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,"['i', 'feel', 'as', 'if', 'these', 'words', 'are', 'petty', 'so', 'i', 'am', 'telling', 'you', 'now', 'that', 'my', 'actions', 'are', 'going', 'to', 'speak', 'louder', 'than', 'my', 'words', 'ever', 'will', 'be', 'able', 'to']","['feel', 'words', 'petty', 'telling', 'actions', 'going', 'speak', 'louder', 'words', 'ever', 'able']",feel words petty telling actions going speak louder words ever able
im currently feeling way fucked up with the mother tongue paper,anger,im currently feeling way fucked up with the mother tongue paper,"['im', 'currently', 'feeling', 'way', 'fucked', 'up', 'with', 'the', 'mother', 'tongue', 'paper']","['im', 'currently', 'feeling', 'way', 'fucked', 'mother', 'tongue', 'paper']",im currently feeling way fucked mother tongue paper
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,fear,i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,"['i', 'get', 'the', 'feeling', 'people', 'think', 'im', 'indecisive', 'and', 'childish', 'which', 'isnt', 'entirely', 'true', 'not', 'to', 'the', 'degree', 'that', 'i', 'show', 'it', 'anyway']","['get', 'feeling', 'people', 'think', 'im', 'indecisive', 'childish', 'isnt', 'entirely', 'true', 'degree', 'show', 'anyway']",get feeling people think im indecisive childish isnt entirely true degree show anyway
i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,joy,i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,"['i', 'feel', 'i', 'was', 'successful', 'in', 'doing', 'that', 'for', 'the', 'waxing', 'moon', 'it', 's', 'quite', 'a', 'bit', 'different', 'than', 'the', 'hidden', 'sun']","['feel', 'successful', 'waxing', 'moon', 'quite', 'bit', 'different', 'hidden', 'sun']",feel successful waxing moon quite bit different hidden sun
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger,i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,"['i', 'feel', 'about', 'this', 'band', 'perhaps', 'i', 'm', 'too', 'distracted', 'by', 'the', 'hardcore', 'dancers', 'flailing', 'around']","['feel', 'band', 'perhaps', 'distracted', 'hardcore', 'dancers', 'flailing', 'around']",feel band perhaps distracted hardcore dancers flailing around
i feel hesitant and uncertain sometimes,fear,i feel hesitant and uncertain sometimes,"['i', 'feel', 'hesitant', 'and', 'uncertain', 'sometimes']","['feel', 'hesitant', 'uncertain', 'sometimes']",feel hesitant uncertain sometimes
im feeling determined to face facts have a gander at my donut a href http,joy,im feeling determined to face facts have a gander at my donut a href http,"['im', 'feeling', 'determined', 'to', 'face', 'facts', 'have', 'a', 'gander', 'at', 'my', 'donut', 'a', 'href', 'http']","['im', 'feeling', 'determined', 'face', 'facts', 'gander', 'donut', 'href', 'http']",im feeling determined face facts gander donut href http
i feel like offended with such question,anger,i feel like offended with such question,"['i', 'feel', 'like', 'offended', 'with', 'such', 'question']","['feel', 'like', 'offended', 'question']",feel like offended question
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,fear,i am already feeling anxious then how is going off my anti anxiety medicine going to help me,"['i', 'am', 'already', 'feeling', 'anxious', 'then', 'how', 'is', 'going', 'off', 'my', 'anti', 'anxiety', 'medicine', 'going', 'to', 'help', 'me']","['already', 'feeling', 'anxious', 'going', 'anti', 'anxiety', 'medicine', 'going', 'help']",already feeling anxious going anti anxiety medicine going help
i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,fear,i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,"['i', 'hoped', 'he', 'didn', 't', 'feel', 'the', 'shiver', 'that', 'ran', 'through', 'me', 'but', 'maybe', 'he', 'did', 'i', 'was', 'startled', 'when', 'he', 'pulled', 'away', 'from', 'me']","['hoped', 'feel', 'shiver', 'ran', 'maybe', 'startled', 'pulled', 'away']",hoped feel shiver ran maybe startled pulled away
i feel like i ve been neglecting my beloved mom blog,joy,i feel like i ve been neglecting my beloved mom blog,"['i', 'feel', 'like', 'i', 've', 'been', 'neglecting', 'my', 'beloved', 'mom', 'blog']","['feel', 'like', 'neglecting', 'beloved', 'mom', 'blog']",feel like neglecting beloved mom blog
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,fear,i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,"['i', 'ask', 'to', 'know', 'things', 'and', 'then', 'everything', 'changes', 'and', 'then', 'i', 'feel', 'a', 'bit', 'shaky', 'as', 'i', 'try', 'to', 'keep', 'up', 'with', 'my', 'own', 'leading', 'edge', 'and', 'the', 'huge', 'amount', 'of', 'change', 'i', 'm', 'invited', 'to', 'allow', 'as', 'i', 'come', 'into', 'alignment', 'with', 'and', 'catch', 'up', 'with', 'me']","['ask', 'know', 'things', 'everything', 'changes', 'feel', 'bit', 'shaky', 'try', 'keep', 'leading', 'edge', 'huge', 'amount', 'change', 'invited', 'allow', 'come', 'alignment', 'catch']",ask know things everything changes feel bit shaky try keep leading edge huge amount change invited allow come alignment catch
i hope that you feeling fine well i wanna say happy birthday and that you realize your dreams and you always be happy because you are a perfect person and you deserves the best,joy,i hope that you feeling fine well i wanna say happy birthday and that you realize your dreams and you always be happy because you are a perfect person and you deserves the best,"['i', 'hope', 'that', 'you', 'feeling', 'fine', 'well', 'i', 'wan', 'na', 'say', 'happy', 'birthday', 'and', 'that', 'you', 'realize', 'your', 'dreams', 'and', 'you', 'always', 'be', 'happy', 'because', 'you', 'are', 'a', 'perfect', 'person', 'and', 'you', 'deserves', 'the', 'best']","['hope', 'feeling', 'fine', 'well', 'wan', 'na', 'say', 'happy', 'birthday', 'realize', 'dreams', 'always', 'happy', 'perfect', 'person', 'deserves', 'best']",hope feeling fine well wan na say happy birthday realize dreams always happy perfect person deserves best
i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive,joy,i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive,"['i', 'feel', 'it', 'is', 'my', 'solemn', 'duty', 'to', 'share', 'this', 'divine', 'knowledge', 'of', 'mine', 'in', 'order', 'that', 'others', 'may', 'benefit', 'from', 'it', 's', 'truth', 'and', 'beauty', 'and', 'render', 'their', 'world', 'just', 'a', 'tad', 'closer', 'to', 'thearchitecturality', 'that', 'utopian', 'perfectly', 'set', 'garage', 'society', 'to', 'which', 'we', 'all', 'strive']","['feel', 'solemn', 'duty', 'share', 'divine', 'knowledge', 'mine', 'order', 'others', 'may', 'benefit', 'truth', 'beauty', 'render', 'world', 'tad', 'closer', 'thearchitecturality', 'utopian', 'perfectly', 'set', 'garage', 'society', 'strive']",feel solemn duty share divine knowledge mine order others may benefit truth beauty render world tad closer thearchitecturality utopian perfectly set garage society strive
i can t hate too much because i feel like she s looking pretty damn flawless in these pics,joy,i can t hate too much because i feel like she s looking pretty damn flawless in these pics,"['i', 'can', 't', 'hate', 'too', 'much', 'because', 'i', 'feel', 'like', 'she', 's', 'looking', 'pretty', 'damn', 'flawless', 'in', 'these', 'pics']","['hate', 'much', 'feel', 'like', 'looking', 'pretty', 'damn', 'flawless', 'pics']",hate much feel like looking pretty damn flawless pics
im thankful to work in a place where i can feel comfortable and supported,joy,im thankful to work in a place where i can feel comfortable and supported,"['im', 'thankful', 'to', 'work', 'in', 'a', 'place', 'where', 'i', 'can', 'feel', 'comfortable', 'and', 'supported']","['im', 'thankful', 'work', 'place', 'feel', 'comfortable', 'supported']",im thankful work place feel comfortable supported
ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear,ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,"['ive', 'seen', 'the', 'way', 'serina', 'feels', 'strange', 'if', 'shes', 'not', 'being', 'useful', 'and', 'it', 'sure', 'helps', 'that', 'the', 'cleaner', 'is', 'pretty', 'expensive', 'and', 'not', 'having', 'to', 'pay', 'that', 'money', 'would', 'be', 'pretty', 'great']","['ive', 'seen', 'way', 'serina', 'feels', 'strange', 'shes', 'useful', 'sure', 'helps', 'cleaner', 'pretty', 'expensive', 'pay', 'money', 'would', 'pretty', 'great']",ive seen way serina feels strange shes useful sure helps cleaner pretty expensive pay money would pretty great
ive been on a bike and this bike it feels kind of strange,fear,ive been on a bike and this bike it feels kind of strange,"['ive', 'been', 'on', 'a', 'bike', 'and', 'this', 'bike', 'it', 'feels', 'kind', 'of', 'strange']","['ive', 'bike', 'bike', 'feels', 'kind', 'strange']",ive bike bike feels kind strange
i cant tell you in words how much i feel honored that my photo made it into this gallery,joy,i cant tell you in words how much i feel honored that my photo made it into this gallery,"['i', 'cant', 'tell', 'you', 'in', 'words', 'how', 'much', 'i', 'feel', 'honored', 'that', 'my', 'photo', 'made', 'it', 'into', 'this', 'gallery']","['cant', 'tell', 'words', 'much', 'feel', 'honored', 'photo', 'made', 'gallery']",cant tell words much feel honored photo made gallery
i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,joy,i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,"['i', 'doubles', 'victory', 'over', 'brown', 'struff', 'we', 'went', 'back', 'on', 'sunday', 'feeling', 'really', 'optimistic', 'and', 'looking', 'forward', 'to', 'another', 'day', 'filled', 'with', 'more', 'fedtastic', 'tennis']","['doubles', 'victory', 'brown', 'struff', 'went', 'back', 'sunday', 'feeling', 'really', 'optimistic', 'looking', 'forward', 'another', 'day', 'filled', 'fedtastic', 'tennis']",doubles victory brown struff went back sunday feeling really optimistic looking forward another day filled fedtastic tennis
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear,i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,"['i', 'dont', 'show', 'my', 'insecurity', 'in', 'my', 'persona', 'if', 'not', 'i', 'might', 'come', 'off', 'as', 'a', 'mad', 'bitch', 'whod', 'practically', 'hated', 'on', 'everyone', 'just', 'because', 'shes', 'feeling', 'insecured', 'and', 'being', 'too', 'overly', 'paranoid']","['dont', 'show', 'insecurity', 'persona', 'might', 'come', 'mad', 'bitch', 'whod', 'practically', 'hated', 'everyone', 'shes', 'feeling', 'insecured', 'overly', 'paranoid']",dont show insecurity persona might come mad bitch whod practically hated everyone shes feeling insecured overly paranoid
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,joy,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,"['i', 'really', 'feel', 'that', 'my', 'life', 'is', 'perfect', 'right', 'now', 'and', 'if', 'it', 'isnt', 'too', 'much', 'to', 'ask', 'for', 'i', 'just', 'hope', 'that', 'everything', 'would', 'stay', 'the', 'same']","['really', 'feel', 'life', 'perfect', 'right', 'isnt', 'much', 'ask', 'hope', 'everything', 'would', 'stay']",really feel life perfect right isnt much ask hope everything would stay
ive felt even more centered here and pleased w how things are going w out feeling complacent,joy,ive felt even more centered here and pleased w how things are going w out feeling complacent,"['ive', 'felt', 'even', 'more', 'centered', 'here', 'and', 'pleased', 'w', 'how', 'things', 'are', 'going', 'w', 'out', 'feeling', 'complacent']","['ive', 'felt', 'even', 'centered', 'pleased', 'w', 'things', 'going', 'w', 'feeling', 'complacent']",ive felt even centered pleased w things going w feeling complacent
